Time(ms),Temperature(C),Pressure(Pa),ABS Altitude(m),Rel Altitude(m)
63544,25.00,101342.00,-1.42,0.58
63639,25.00,101336.00,-0.92,1.08
63733,25.00,101340.00,-1.25,0.75
63828,25.00,101339.00,-1.17,0.83
63923,25.00,101342.00,-1.42,0.58
64018,25.00,101342.00,-1.42,0.58
64112,25.00,101349.00,-2.00,0.00
64206,25.00,101347.00,-1.83,0.17
64302,25.00,101345.00,-1.67,0.33
64396,25.00,101336.00,-0.92,1.08
64491,25.00,101340.00,-1.25,0.75
64585,25.00,101342.00,-1.42,0.58
64679,25.00,101340.00,-1.25,0.75
64775,25.00,101342.00,-1.42,0.58
64869,25.00,101337.00,-1.00,1.00
64964,25.00,101346.00,-1.75,0.25
65058,25.00,101344.00,-1.58,0.41
65154,25.00,101344.00,-1.58,0.41
65248,25.00,101339.00,-1.17,0.83
65342,25.00,101343.00,-1.50,0.50
65437,25.00,101348.00,-1.92,0.08
65531,25.00,101345.00,-1.67,0.33
65627,25.00,101344.00,-1.58,0.41
65721,25.00,101345.00,-1.67,0.33
65816,25.00,101348.00,-1.92,0.08
65910,25.00,101343.00,-1.50,0.50
66004,25.00,101348.00,-1.92,0.08
66100,25.00,101348.00,-1.92,0.08
66194,25.00,101343.00,-1.50,0.50
66289,25.00,101345.00,-1.67,0.33
66383,25.10,101349.00,-2.00,0.00
66479,25.00,101343.00,-1.50,0.50
66573,25.00,101347.00,-1.83,0.17
66667,25.00,101349.00,-2.00,0.00
66762,25.00,101345.00,-1.67,0.33
66856,25.00,101342.00,-1.42,0.58
66952,25.00,101349.00,-2.00,0.00
67047,25.00,101351.00,-2.17,-0.17
67141,25.00,101345.00,-1.67,0.33
67237,25.00,101350.00,-2.08,-0.08
67332,25.00,101347.00,-1.83,0.17
67427,25.10,101349.00,-2.00,0.00
67521,25.10,101347.00,-1.83,0.17
67617,25.10,101351.00,-2.17,-0.17
67712,25.10,101342.00,-1.42,0.58
67806,25.10,101340.00,-1.25,0.75
67901,25.10,101345.00,-1.67,0.33
67995,25.10,101343.00,-1.50,0.50
68090,25.10,101347.00,-1.83,0.17
68185,25.10,101344.00,-1.58,0.41
68280,25.10,101343.00,-1.50,0.50
68374,25.10,101345.00,-1.67,0.33
68468,25.10,101346.00,-1.75,0.25
68563,25.10,101344.00,-1.58,0.41
68658,25.10,101344.00,-1.58,0.41
68753,25.10,101342.00,-1.42,0.58
68847,25.10,101346.00,-1.75,0.25
68942,25.10,101343.00,-1.50,0.50
69037,25.10,101343.00,-1.50,0.50
69132,25.10,101357.00,-2.66,-0.67
69227,25.10,101340.00,-1.25,0.75
69321,25.10,101343.00,-1.50,0.50
69416,25.10,101348.00,-1.92,0.08
69511,25.10,101334.00,-0.75,1.25
69605,25.10,101339.00,-1.17,0.83
69700,25.10,101348.00,-1.92,0.08
69794,25.10,101338.00,-1.08,0.91
69890,25.10,101342.00,-1.42,0.58
69984,25.10,101343.00,-1.50,0.50
70079,25.10,101346.00,-1.75,0.25
70173,25.10,101344.00,-1.58,0.41
70267,25.10,101347.00,-1.83,0.17
70363,25.10,101346.00,-1.75,0.25
70457,25.10,101346.00,-1.75,0.25
70552,25.10,101343.00,-1.50,0.50
70646,25.10,101341.00,-1.33,0.66
70742,25.10,101345.00,-1.67,0.33
70836,25.10,101341.00,-1.33,0.66
70930,25.10,101333.00,-0.67,1.33
71025,25.10,101343.00,-1.50,0.50
71119,25.10,101340.00,-1.25,0.75
71215,25.10,101347.00,-1.83,0.17
71309,25.10,101349.00,-2.00,0.00
71404,25.10,101345.00,-1.67,0.33
71498,25.10,101344.00,-1.58,0.41
71592,25.10,101344.00,-1.58,0.41
71688,25.10,101343.00,-1.50,0.50
71782,25.10,101346.00,-1.75,0.25
71879,25.10,101346.00,-1.75,0.25
71974,25.10,101348.00,-1.92,0.08
72073,25.10,101348.00,-1.92,0.08
72167,25.10,101344.00,-1.58,0.41
72265,25.10,101341.00,-1.33,0.66
72359,25.10,101348.00,-1.92,0.08
72462,25.10,101345.00,-1.67,0.33
72561,25.10,101349.00,-2.00,0.00
72656,25.10,101349.00,-2.00,0.00
72756,25.00,101349.00,-2.00,0.00
72850,25.10,101345.00,-1.67,0.33
72951,25.10,101357.00,-2.66,-0.67
73046,25.10,101344.00,-1.58,0.41
73146,25.10,101352.00,-2.25,-0.25
73241,25.10,101341.00,-1.33,0.66
73340,25.00,101344.00,-1.58,0.41
73435,25.10,101348.00,-1.92,0.08
73534,25.00,101345.00,-1.67,0.33
73629,25.00,101346.00,-1.75,0.25
73729,25.00,101343.00,-1.50,0.50
73823,25.00,101339.00,-1.17,0.83
73919,25.00,101351.00,-2.17,-0.17
74013,25.00,101342.00,-1.42,0.58
74113,25.00,101350.00,-2.08,-0.08
74209,25.10,101351.00,-2.17,-0.17
74307,25.10,101348.00,-1.92,0.08
74401,25.00,101349.00,-2.00,0.00
74502,25.00,101351.00,-2.17,-0.17
74597,25.00,101348.00,-1.92,0.08
74696,25.00,101350.00,-2.08,-0.08
74791,25.10,101351.00,-2.17,-0.17
74890,25.00,101347.00,-1.83,0.17
74984,25.10,101349.00,-2.00,0.00
75082,25.00,101349.00,-2.00,0.00
75177,25.10,101344.00,-1.58,0.41
75276,25.10,101346.00,-1.75,0.25
75370,25.10,101348.00,-1.92,0.08
75465,25.10,101342.00,-1.42,0.58
75559,25.10,101347.00,-1.83,0.17
75655,25.10,101345.00,-1.67,0.33
75753,25.10,101343.00,-1.50,0.50
75847,25.10,101347.00,-1.83,0.17
75948,25.10,101343.00,-1.50,0.50
76042,25.10,101347.00,-1.83,0.17
76141,25.10,101348.00,-1.92,0.08
76237,25.10,101350.00,-2.08,-0.08
76337,25.10,101342.00,-1.42,0.58
76432,25.10,101346.00,-1.75,0.25
76526,25.10,101345.00,-1.67,0.33
76621,25.10,101350.00,-2.08,-0.08
76717,25.10,101340.00,-1.25,0.75
76811,25.10,101348.00,-1.92,0.08
76906,25.10,101341.00,-1.33,0.66
77001,25.10,101350.00,-2.08,-0.08
