Time(ms),Temperature(C),Pressure(Pa),ABS Altitude(m),Rel Altitude(m)
63309,11.00,101670.00,-28.66,1.33
63406,11.00,101667.00,-28.41,1.57
63501,11.00,101677.00,-29.24,0.75
63597,11.00,101680.00,-29.49,0.50
63692,11.00,101678.00,-29.32,0.66
63789,11.00,101680.00,-29.49,0.50
63884,11.10,101684.00,-29.82,0.17
63980,11.10,101691.00,-30.40,-0.41
64077,11.10,101694.00,-30.65,-0.66
64173,11.10,101685.00,-29.91,0.08
64269,11.10,101686.00,-29.99,0.00
64365,11.10,101691.00,-30.40,-0.41
64462,11.10,101690.00,-30.32,-0.33
64559,11.10,101693.00,-30.57,-0.58
64656,11.10,101693.00,-30.57,-0.58
64752,11.10,101694.00,-30.65,-0.66
64849,11.10,101689.00,-30.24,-0.25
64946,11.10,101688.00,-30.15,-0.17
65042,11.10,101688.00,-30.15,-0.17
65139,11.10,101698.00,-30.98,-0.99
65235,11.10,101688.00,-30.15,-0.17
65333,11.10,101692.00,-30.48,-0.50
65428,11.10,101685.00,-29.91,0.08
65525,11.10,101691.00,-30.40,-0.41
65622,11.10,101689.00,-30.24,-0.25
65719,11.10,101692.00,-30.48,-0.50
65814,11.10,101683.00,-29.74,0.25
65909,11.10,101685.00,-29.91,0.08
66007,11.10,101692.00,-30.48,-0.50
66102,11.10,101685.00,-29.91,0.08
66198,11.10,101682.00,-29.66,0.33
66294,11.10,101687.00,-30.07,-0.08
66391,11.10,101682.00,-29.66,0.33
66487,11.10,101689.00,-30.24,-0.25
66584,11.10,101691.00,-30.40,-0.41
66680,11.10,101692.00,-30.48,-0.50
66777,11.10,101689.00,-30.24,-0.25
66874,11.10,101687.00,-30.07,-0.08
66970,11.10,101696.00,-30.82,-0.83
67067,11.10,101690.00,-30.32,-0.33
67164,11.10,101695.00,-30.73,-0.75
67260,11.10,101686.00,-29.99,0.00
67356,11.10,101692.00,-30.48,-0.50
67453,11.10,101688.00,-30.15,-0.17
67550,11.10,101690.00,-30.32,-0.33
67647,11.10,101693.00,-30.57,-0.58
67743,11.10,101693.00,-30.57,-0.58
67840,11.10,101692.00,-30.48,-0.50
67937,11.10,101687.00,-30.07,-0.08
68032,11.10,101685.00,-29.91,0.08
68128,11.10,101686.00,-29.99,0.00
68225,11.10,101687.00,-30.07,-0.08
68321,11.10,101680.00,-29.49,0.50
68417,11.10,101689.00,-30.24,-0.25
68513,11.10,101677.00,-29.24,0.75
68609,11.10,101677.00,-29.24,0.75
68704,11.10,101682.00,-29.66,0.33
68800,11.10,101678.00,-29.32,0.66
68895,11.10,101675.00,-29.08,0.91
68992,11.10,101678.00,-29.32,0.66
69092,11.10,101672.00,-28.83,1.16
69187,11.10,101665.00,-28.25,1.74
69287,11.10,101670.00,-28.66,1.33
69384,11.10,101668.00,-28.49,1.49
69484,11.10,101666.00,-28.33,1.66
69579,11.10,101677.00,-29.24,0.75
69680,11.10,101677.00,-29.24,0.75
69776,11.10,101669.00,-28.58,1.41
69876,11.10,101667.00,-28.41,1.57
69971,11.10,101660.00,-27.83,2.16
70073,11.10,101669.00,-28.58,1.41
70168,11.10,101668.00,-28.49,1.49
70269,11.10,101665.00,-28.25,1.74
70365,11.10,101665.00,-28.25,1.74
70463,11.10,101671.00,-28.74,1.24
70558,11.10,101660.00,-27.83,2.16
70660,11.10,101665.00,-28.25,1.74
70755,11.10,101674.00,-28.99,1.00
70855,11.10,101680.00,-29.49,0.50
70951,11.10,101674.00,-28.99,1.00
71052,11.10,101671.00,-28.74,1.24
71147,11.20,101675.00,-29.08,0.91
71248,11.20,101681.00,-29.57,0.41
71344,11.20,101681.00,-29.57,0.41
71445,11.20,101674.00,-28.99,1.00
71540,11.10,101674.00,-28.99,1.00
71642,11.20,101678.00,-29.32,0.66
71737,11.20,101679.00,-29.41,0.58
71832,11.20,101681.00,-29.57,0.41
71928,11.20,101680.00,-29.49,0.50
72029,11.20,101683.00,-29.74,0.25
72124,11.20,101682.00,-29.66,0.33
72223,11.20,101678.00,-29.32,0.66
72320,11.20,101674.00,-28.99,1.00
72419,11.20,101678.00,-29.32,0.66
72514,11.20,101675.00,-29.08,0.91
72614,11.20,101675.00,-29.08,0.91
72711,11.20,101677.00,-29.24,0.75
72806,11.20,101674.00,-28.99,1.00
72902,11.20,101682.00,-29.66,0.33
72998,11.20,101688.00,-30.15,-0.17
73095,11.20,101693.00,-30.57,-0.58
73195,11.20,101691.00,-30.40,-0.41
73291,11.20,101692.00,-30.48,-0.50
73389,11.20,101692.00,-30.48,-0.50
73489,11.20,101694.00,-30.65,-0.66
73586,11.20,101700.00,-31.15,-1.16
73682,11.20,101692.00,-30.48,-0.50
73779,11.20,101685.00,-29.91,0.08
73875,11.20,101697.00,-30.90,-0.91
73972,11.20,101698.00,-30.98,-0.99
74068,11.20,101693.00,-30.57,-0.58
74166,11.20,101689.00,-30.24,-0.25
74262,11.20,101696.00,-30.82,-0.83
74358,11.20,101696.00,-30.82,-0.83
74461,11.20,101691.00,-30.40,-0.41
74557,11.20,101698.00,-30.98,-0.99
74654,11.20,101692.00,-30.48,-0.50
74750,11.20,101691.00,-30.40,-0.41
74848,11.30,101687.00,-30.07,-0.08
74944,11.30,101688.00,-30.15,-0.17
75041,11.30,101696.00,-30.82,-0.83
75138,11.30,101698.00,-30.98,-0.99
75235,11.30,101695.00,-30.73,-0.75
75331,11.20,101693.00,-30.57,-0.58
75427,11.30,101694.00,-30.65,-0.66
75525,11.30,101690.00,-30.32,-0.33
75621,11.20,101688.00,-30.15,-0.17
75718,11.30,101692.00,-30.48,-0.50
75814,11.30,101694.00,-30.65,-0.66
75912,11.20,101693.00,-30.57,-0.58
76008,11.30,101691.00,-30.40,-0.41
76110,11.30,101693.00,-30.57,-0.58
76207,11.30,101697.00,-30.90,-0.91
76308,11.30,101686.00,-29.99,0.00
76404,11.30,101688.00,-30.15,-0.17
76500,11.30,101686.00,-29.99,0.00
76596,11.30,101683.00,-29.74,0.25
76691,11.30,101684.00,-29.82,0.17
76787,11.30,101682.00,-29.66,0.33
76882,11.30,101682.00,-29.66,0.33
76979,11.30,101686.00,-29.99,0.00
77075,11.30,101690.00,-30.32,-0.33
77171,11.30,101682.00,-29.66,0.33
77267,11.30,101687.00,-30.07,-0.08
77364,11.30,101685.00,-29.91,0.08
77460,11.30,101688.00,-30.15,-0.17
77555,11.30,101685.00,-29.91,0.08
77657,11.30,101690.00,-30.32,-0.33
77753,11.30,101690.00,-30.32,-0.33
77850,11.30,101690.00,-30.32,-0.33
77945,11.30,101685.00,-29.91,0.08
78046,11.30,101690.00,-30.32,-0.33
78142,11.30,101687.00,-30.07,-0.08
78239,11.30,101688.00,-30.15,-0.17
78336,11.30,101692.00,-30.48,-0.50
78433,11.30,101688.00,-30.15,-0.17
78528,11.30,101686.00,-29.99,0.00
78624,11.30,101690.00,-30.32,-0.33
78721,11.30,101686.00,-29.99,0.00
78817,11.30,101687.00,-30.07,-0.08
78913,11.30,101680.00,-29.49,0.50
79008,11.30,101685.00,-29.91,0.08
79106,11.30,101687.00,-30.07,-0.08
79201,11.30,101685.00,-29.91,0.08
79297,11.30,101686.00,-29.99,0.00
79392,11.30,101683.00,-29.74,0.25
79489,11.30,101690.00,-30.32,-0.33
79585,11.30,101683.00,-29.74,0.25
79681,11.30,101696.00,-30.82,-0.83
79778,11.30,101695.00,-30.73,-0.75
79875,11.30,101689.00,-30.24,-0.25
79971,11.30,101685.00,-29.91,0.08
80066,11.30,101685.00,-29.91,0.08
80162,11.30,101681.00,-29.57,0.41
80258,11.30,101683.00,-29.74,0.25
80354,11.30,101688.00,-30.15,-0.17
80450,11.30,101683.00,-29.74,0.25
80545,11.30,101681.00,-29.57,0.41
80643,11.30,101687.00,-30.07,-0.08
80738,11.30,101679.00,-29.41,0.58
80834,11.30,101679.00,-29.41,0.58
80929,11.30,101679.00,-29.41,0.58
81026,11.30,101676.00,-29.16,0.83
81121,11.30,101677.00,-29.24,0.75
81216,11.30,101677.00,-29.24,0.75
81312,11.30,101685.00,-29.91,0.08
81408,11.30,101678.00,-29.32,0.66
81504,11.30,101677.00,-29.24,0.75
81599,11.30,101672.00,-28.83,1.16
81695,11.30,101670.00,-28.66,1.33
81790,11.30,101675.00,-29.08,0.91
81886,11.30,101679.00,-29.41,0.58
81982,11.30,101681.00,-29.57,0.41
82077,11.40,101678.00,-29.32,0.66
82173,11.30,101680.00,-29.49,0.50
82269,11.40,101679.00,-29.41,0.58
82365,11.40,101677.00,-29.24,0.75
82460,11.40,101671.00,-28.74,1.24
82556,11.40,101679.00,-29.41,0.58
82652,11.40,101675.00,-29.08,0.91
82747,11.40,101673.00,-28.91,1.08
82843,11.40,101682.00,-29.66,0.33
82938,11.40,101682.00,-29.66,0.33
83035,11.40,101679.00,-29.41,0.58
83130,11.40,101683.00,-29.74,0.25
83226,11.40,101679.00,-29.41,0.58
83321,11.40,101685.00,-29.91,0.08
83417,11.40,101685.00,-29.91,0.08
83513,11.40,101682.00,-29.66,0.33
83609,11.40,101688.00,-30.15,-0.17
83705,11.40,101680.00,-29.49,0.50
83801,11.40,101681.00,-29.57,0.41
83897,11.40,101679.00,-29.41,0.58
83992,11.40,101678.00,-29.32,0.66
84088,11.40,101677.00,-29.24,0.75
84184,11.40,101676.00,-29.16,0.83
84279,11.40,101678.00,-29.32,0.66
84375,11.40,101671.00,-28.74,1.24
84470,11.40,101674.00,-28.99,1.00
84567,11.40,101671.00,-28.74,1.24
84662,11.40,101677.00,-29.24,0.75
84758,11.40,101680.00,-29.49,0.50
84853,11.40,101672.00,-28.83,1.16
84948,11.40,101681.00,-29.57,0.41
85045,11.40,101681.00,-29.57,0.41
85140,11.40,101681.00,-29.57,0.41
85236,11.40,101682.00,-29.66,0.33
85331,11.40,101686.00,-29.99,0.00
85428,11.40,101676.00,-29.16,0.83
85524,11.40,101687.00,-30.07,-0.08
85620,11.40,101684.00,-29.82,0.17
85715,11.40,101683.00,-29.74,0.25
85811,11.40,101679.00,-29.41,0.58
85907,11.40,101686.00,-29.99,0.00
86002,11.40,101681.00,-29.57,0.41
86099,11.40,101689.00,-30.24,-0.25
86195,11.40,101682.00,-29.66,0.33
86291,11.40,101682.00,-29.66,0.33
86386,11.40,101685.00,-29.91,0.08
86483,11.40,101692.00,-30.48,-0.50
86579,11.40,101684.00,-29.82,0.17
86675,11.40,101690.00,-30.32,-0.33
86772,11.40,101690.00,-30.32,-0.33
86867,11.40,101684.00,-29.82,0.17
86965,11.40,101687.00,-30.07,-0.08
87061,11.40,101696.00,-30.82,-0.83
87158,11.40,101690.00,-30.32,-0.33
87255,11.40,101690.00,-30.32,-0.33
87352,11.40,101691.00,-30.40,-0.41
87448,11.40,101695.00,-30.73,-0.75
87543,11.40,101685.00,-29.91,0.08
87640,11.40,101685.00,-29.91,0.08
87735,11.40,101686.00,-29.99,0.00
87832,11.40,101695.00,-30.73,-0.75
87928,11.40,101694.00,-30.65,-0.66
88026,11.40,101690.00,-30.32,-0.33
88122,11.40,101688.00,-30.15,-0.17
88218,11.40,101682.00,-29.66,0.33
88313,11.40,101682.00,-29.66,0.33
88409,11.40,101679.00,-29.41,0.58
88505,11.40,101683.00,-29.74,0.25
88600,11.40,101678.00,-29.32,0.66
88696,11.40,101681.00,-29.57,0.41
88792,11.40,101674.00,-28.99,1.00
88888,11.40,101681.00,-29.57,0.41
88983,11.40,101683.00,-29.74,0.25
89079,11.40,101684.00,-29.82,0.17
89176,11.40,101688.00,-30.15,-0.17
89278,11.40,101688.00,-30.15,-0.17
89374,11.40,101675.00,-29.08,0.91
89476,11.40,101669.00,-28.58,1.41
89571,11.40,101661.00,-27.92,2.07
89666,11.40,101665.00,-28.25,1.74
89762,11.40,101671.00,-28.74,1.24
89858,11.40,101679.00,-29.41,0.58
89955,11.40,101681.00,-29.57,0.41
90050,11.40,101675.00,-29.08,0.91
90146,11.40,101681.00,-29.57,0.41
90242,11.40,101682.00,-29.66,0.33
90338,11.40,101670.00,-28.66,1.33
90433,11.40,101667.00,-28.41,1.57
90529,11.40,101670.00,-28.66,1.33
90625,11.40,101665.00,-28.25,1.74
90721,11.40,101663.00,-28.08,1.91
90816,11.40,101670.00,-28.66,1.33
90911,11.40,101676.00,-29.16,0.83
91009,11.40,101687.00,-30.07,-0.08
91104,11.50,101685.00,-29.91,0.08
91201,11.50,101687.00,-30.07,-0.08
91296,11.40,101656.00,-27.50,2.49
91393,11.40,101655.00,-27.42,2.57
91488,11.50,101686.00,-29.99,0.00
91584,11.50,101686.00,-29.99,0.00
91679,11.50,101686.00,-29.99,0.00
91774,11.40,101674.00,-28.99,1.00
91871,11.40,101670.00,-28.66,1.33
91966,11.40,101664.00,-28.16,1.82
92062,11.50,101681.00,-29.57,0.41
92157,11.50,101680.00,-29.49,0.50
92254,11.50,101675.00,-29.08,0.91
92349,11.50,101678.00,-29.32,0.66
92444,11.50,101684.00,-29.82,0.17
92540,11.50,101676.00,-29.16,0.83
92636,11.40,101657.00,-27.58,2.40
92732,11.40,101671.00,-28.74,1.24
92827,11.40,101670.00,-28.66,1.33
92928,11.40,101676.00,-29.16,0.83
93023,11.50,101680.00,-29.49,0.50
93122,11.50,101680.00,-29.49,0.50
93217,11.50,101682.00,-29.66,0.33
93317,11.40,101669.00,-28.58,1.41
93413,11.40,101644.00,-26.51,3.48
93512,11.40,101648.00,-26.84,3.15
93607,11.40,101645.00,-26.59,3.40
93708,11.40,101641.00,-26.26,3.73
93803,11.50,101670.00,-28.66,1.33
93902,11.50,101671.00,-28.74,1.24
93999,11.50,101672.00,-28.83,1.16
94098,11.40,101668.00,-28.49,1.49
94193,11.40,101665.00,-28.25,1.74
94295,11.40,101673.00,-28.91,1.08
94395,11.50,101671.00,-28.74,1.24
94491,11.40,101647.00,-26.75,3.23
94592,11.30,101635.00,-25.76,4.23
94687,11.30,101634.00,-25.68,4.31
94788,11.40,101639.00,-26.09,3.90
94883,11.40,101635.00,-25.76,4.23
94984,11.40,101634.00,-25.68,4.31
95080,11.40,101640.00,-26.17,3.81
95175,11.40,101647.00,-26.75,3.23
95271,11.40,101646.00,-26.67,3.32
95372,11.40,101646.00,-26.67,3.32
95468,11.40,101638.00,-26.01,3.98
95567,11.40,101645.00,-26.59,3.40
95664,11.40,101638.00,-26.01,3.98
95763,11.40,101631.00,-25.43,4.56
95859,11.40,101629.00,-25.26,4.73
95960,11.40,101632.00,-25.51,4.48
96055,11.40,101645.00,-26.59,3.40
96155,11.40,101649.00,-26.92,3.07
96250,11.40,101642.00,-26.34,3.65
96351,11.50,101654.00,-27.33,2.65
96446,11.50,101660.00,-27.83,2.16
96541,11.50,101669.00,-28.58,1.41
96637,11.50,101665.00,-28.25,1.74
96737,11.50,101662.00,-28.00,1.99
96832,11.50,101665.00,-28.25,1.74
96928,11.50,101666.00,-28.33,1.66
97024,11.50,101674.00,-28.99,1.00
97125,11.50,101667.00,-28.41,1.57
97220,11.50,101663.00,-28.08,1.91
97316,11.50,101651.00,-27.09,2.90
97417,11.50,101659.00,-27.75,2.24
97513,11.40,101628.00,-25.18,4.81
97612,11.30,101619.00,-24.43,5.56
97708,11.40,101628.00,-25.18,4.81
97804,11.40,101646.00,-26.67,3.32
97899,11.50,101667.00,-28.41,1.57
97995,11.50,101669.00,-28.58,1.41
98091,11.60,101672.00,-28.83,1.16
98186,11.60,101676.00,-29.16,0.83
98282,11.50,101664.00,-28.16,1.82
98377,11.40,101625.00,-24.93,5.06
98473,11.50,101652.00,-27.17,2.82
98569,11.50,101664.00,-28.16,1.82
98665,11.50,101668.00,-28.49,1.49
98760,11.60,101679.00,-29.41,0.58
98856,11.50,101675.00,-29.08,0.91
98952,11.60,101679.00,-29.41,0.58
99047,11.60,101673.00,-28.91,1.08
99143,11.60,101679.00,-29.41,0.58
99238,11.60,101671.00,-28.74,1.24
99335,11.60,101681.00,-29.57,0.41
99430,11.60,101667.00,-28.41,1.57
99526,11.60,101669.00,-28.58,1.41
99621,11.60,101670.00,-28.66,1.33
99717,11.60,101669.00,-28.58,1.41
99813,11.60,101685.00,-29.91,0.08
99908,11.60,101686.00,-29.99,0.00
100004,11.60,101685.00,-29.91,0.08
100101,11.60,101687.00,-30.07,-0.08
100197,11.60,101684.00,-29.82,0.17
100293,11.60,101691.00,-30.40,-0.41
100390,11.60,101690.00,-30.32,-0.33
100486,11.60,101681.00,-29.57,0.41
100581,11.60,101682.00,-29.66,0.33
100677,11.60,101682.00,-29.66,0.33
100772,11.60,101680.00,-29.49,0.50
100869,11.60,101679.00,-29.41,0.58
100964,11.60,101681.00,-29.57,0.41
101061,11.60,101690.00,-30.32,-0.33
101156,11.60,101679.00,-29.41,0.58
101253,11.60,101683.00,-29.74,0.25
101348,11.60,101681.00,-29.57,0.41
101443,11.60,101684.00,-29.82,0.17
101539,11.60,101682.00,-29.66,0.33
101635,11.60,101683.00,-29.74,0.25
101732,11.60,101689.00,-30.24,-0.25
101827,11.60,101679.00,-29.41,0.58
101924,11.60,101687.00,-30.07,-0.08
102020,11.60,101685.00,-29.91,0.08
102116,11.60,101680.00,-29.49,0.50
102211,11.60,101686.00,-29.99,0.00
102307,11.60,101688.00,-30.15,-0.17
102404,11.60,101684.00,-29.82,0.17
102504,11.60,101680.00,-29.49,0.50
102599,11.60,101680.00,-29.49,0.50
102701,11.60,101677.00,-29.24,0.75
102796,11.60,101685.00,-29.91,0.08
102892,11.60,101681.00,-29.57,0.41
102987,11.60,101677.00,-29.24,0.75
103084,11.60,101678.00,-29.32,0.66
103179,11.60,101677.00,-29.24,0.75
103274,11.60,101681.00,-29.57,0.41
103370,11.60,101683.00,-29.74,0.25
103465,11.60,101684.00,-29.82,0.17
103562,11.60,101684.00,-29.82,0.17
103657,11.60,101680.00,-29.49,0.50
103753,11.70,101681.00,-29.57,0.41
103848,11.60,101679.00,-29.41,0.58
103944,11.70,101677.00,-29.24,0.75
104040,11.60,101677.00,-29.24,0.75
104135,11.60,101678.00,-29.32,0.66
104231,11.70,101682.00,-29.66,0.33
104327,11.70,101680.00,-29.49,0.50
104423,11.60,101675.00,-29.08,0.91
104518,11.70,101680.00,-29.49,0.50
104614,11.70,101679.00,-29.41,0.58
104710,11.60,101680.00,-29.49,0.50
104805,11.60,101685.00,-29.91,0.08
104901,11.60,101675.00,-29.08,0.91
104996,11.60,101673.00,-28.91,1.08
105093,11.70,101676.00,-29.16,0.83
105188,11.70,101681.00,-29.57,0.41
105284,11.60,101680.00,-29.49,0.50
105379,11.70,101678.00,-29.32,0.66
105475,11.70,101673.00,-28.91,1.08
105571,11.70,101673.00,-28.91,1.08
105666,11.70,101682.00,-29.66,0.33
105762,11.70,101683.00,-29.74,0.25
105858,11.70,101684.00,-29.82,0.17
105954,11.70,101684.00,-29.82,0.17
106049,11.70,101686.00,-29.99,0.00
106145,11.70,101683.00,-29.74,0.25
106242,11.70,101687.00,-30.07,-0.08
106338,11.70,101688.00,-30.15,-0.17
106435,11.70,101689.00,-30.24,-0.25
106530,11.70,101682.00,-29.66,0.33
106627,11.70,101684.00,-29.82,0.17
106722,11.70,101685.00,-29.91,0.08
106818,11.70,101686.00,-29.99,0.00
106913,11.70,101685.00,-29.91,0.08
107010,11.70,101686.00,-29.99,0.00
107105,11.70,101678.00,-29.32,0.66
107200,11.70,101681.00,-29.57,0.41
107296,11.70,101679.00,-29.41,0.58
107392,11.70,101682.00,-29.66,0.33
107488,11.70,101682.00,-29.66,0.33
107584,11.70,101687.00,-30.07,-0.08
107680,11.70,101684.00,-29.82,0.17
107776,11.70,101678.00,-29.32,0.66
107871,11.70,101684.00,-29.82,0.17
107967,11.70,101682.00,-29.66,0.33
108062,11.70,101683.00,-29.74,0.25
108158,11.70,101681.00,-29.57,0.41
108254,11.70,101676.00,-29.16,0.83
108350,11.70,101681.00,-29.57,0.41
108445,11.70,101679.00,-29.41,0.58
108541,11.70,101681.00,-29.57,0.41
108638,11.70,101689.00,-30.24,-0.25
108733,11.70,101683.00,-29.74,0.25
108829,11.70,101677.00,-29.24,0.75
108924,11.70,101682.00,-29.66,0.33
109021,11.70,101677.00,-29.24,0.75
109116,11.70,101684.00,-29.82,0.17
109212,11.70,101682.00,-29.66,0.33
109307,11.70,101685.00,-29.91,0.08
109403,11.70,101680.00,-29.49,0.50
109499,11.70,101679.00,-29.41,0.58
109594,11.70,101675.00,-29.08,0.91
109690,11.70,101673.00,-28.91,1.08
109786,11.70,101681.00,-29.57,0.41
109883,11.70,101692.00,-30.48,-0.50
109978,11.70,101685.00,-29.91,0.08
110075,11.70,101697.00,-30.90,-0.91
110171,11.70,101683.00,-29.74,0.25
110267,11.70,101688.00,-30.15,-0.17
110364,11.70,101694.00,-30.65,-0.66
110460,11.70,101688.00,-30.15,-0.17
110557,11.70,101686.00,-29.99,0.00
110653,11.70,101691.00,-30.40,-0.41
110750,11.80,101691.00,-30.40,-0.41
110846,11.70,101693.00,-30.57,-0.58
110944,11.70,101691.00,-30.40,-0.41
111039,11.70,101678.00,-29.32,0.66
111136,11.70,101688.00,-30.15,-0.17
111232,11.70,101677.00,-29.24,0.75
111327,11.70,101685.00,-29.91,0.08
111423,11.70,101682.00,-29.66,0.33
111518,11.70,101684.00,-29.82,0.17
111614,11.70,101685.00,-29.91,0.08
111710,11.70,101684.00,-29.82,0.17
111806,11.70,101681.00,-29.57,0.41
111902,11.70,101687.00,-30.07,-0.08
111997,11.70,101685.00,-29.91,0.08
112095,11.70,101688.00,-30.15,-0.17
112190,11.70,101682.00,-29.66,0.33
112286,11.70,101686.00,-29.99,0.00
112381,11.70,101686.00,-29.99,0.00
112478,11.70,101685.00,-29.91,0.08
112573,11.70,101680.00,-29.49,0.50
112669,11.70,101682.00,-29.66,0.33
112764,11.80,101686.00,-29.99,0.00
112860,11.70,101680.00,-29.49,0.50
112956,11.80,101680.00,-29.49,0.50
113051,11.70,101686.00,-29.99,0.00
113148,11.70,101687.00,-30.07,-0.08
113244,11.80,101682.00,-29.66,0.33
113341,11.70,101687.00,-30.07,-0.08
113436,11.70,101685.00,-29.91,0.08
113532,11.80,101681.00,-29.57,0.41
113628,11.80,101684.00,-29.82,0.17
113724,11.70,101688.00,-30.15,-0.17
113820,11.80,101682.00,-29.66,0.33
113915,11.80,101676.00,-29.16,0.83
114012,11.70,101684.00,-29.82,0.17
114107,11.80,101682.00,-29.66,0.33
114204,11.80,101689.00,-30.24,-0.25
114299,11.70,101680.00,-29.49,0.50
114395,11.70,101683.00,-29.74,0.25
114491,11.80,101684.00,-29.82,0.17
114586,11.80,101681.00,-29.57,0.41
114682,11.80,101682.00,-29.66,0.33
114779,11.80,101687.00,-30.07,-0.08
114875,11.80,101681.00,-29.57,0.41
114970,11.80,101680.00,-29.49,0.50
115066,11.80,101683.00,-29.74,0.25
115162,11.80,101682.00,-29.66,0.33
115257,11.80,101680.00,-29.49,0.50
115354,11.80,101689.00,-30.24,-0.25
115449,11.80,101685.00,-29.91,0.08
115546,11.80,101686.00,-29.99,0.00
115642,11.80,101688.00,-30.15,-0.17
115738,11.80,101678.00,-29.32,0.66
115834,11.80,101689.00,-30.24,-0.25
115932,11.80,101692.00,-30.48,-0.50
116027,11.80,101682.00,-29.66,0.33
116123,11.80,101687.00,-30.07,-0.08
116224,11.80,101684.00,-29.82,0.17
116325,11.80,101688.00,-30.15,-0.17
116422,11.80,101689.00,-30.24,-0.25
116523,11.80,101683.00,-29.74,0.25
116619,11.80,101683.00,-29.74,0.25
116719,11.80,101682.00,-29.66,0.33
116814,11.80,101680.00,-29.49,0.50
116915,11.80,101678.00,-29.32,0.66
117011,11.80,101683.00,-29.74,0.25
117111,11.80,101682.00,-29.66,0.33
117207,11.80,101683.00,-29.74,0.25
117308,11.80,101685.00,-29.91,0.08
117404,11.80,101691.00,-30.40,-0.41
117506,11.80,101685.00,-29.91,0.08
117602,11.80,101688.00,-30.15,-0.17
117703,11.80,101682.00,-29.66,0.33
117798,11.80,101683.00,-29.74,0.25
117899,11.80,101685.00,-29.91,0.08
117995,11.80,101686.00,-29.99,0.00
118096,11.80,101688.00,-30.15,-0.17
118192,11.80,101686.00,-29.99,0.00
118293,11.80,101685.00,-29.91,0.08
118389,11.80,101687.00,-30.07,-0.08
118491,11.80,101684.00,-29.82,0.17
118586,11.80,101673.00,-28.91,1.08
118686,11.80,101676.00,-29.16,0.83
118782,11.80,101679.00,-29.41,0.58
118883,11.80,101673.00,-28.91,1.08
118979,11.80,101677.00,-29.24,0.75
119078,11.80,101678.00,-29.32,0.66
119174,11.80,101681.00,-29.57,0.41
119273,11.80,101684.00,-29.82,0.17
119369,11.80,101682.00,-29.66,0.33
119469,11.80,101677.00,-29.24,0.75
119564,11.80,101682.00,-29.66,0.33
119663,11.80,101678.00,-29.32,0.66
119760,11.80,101691.00,-30.40,-0.41
119860,11.80,101688.00,-30.15,-0.17
119956,11.80,101684.00,-29.82,0.17
120052,11.80,101687.00,-30.07,-0.08
120148,11.80,101694.00,-30.65,-0.66
120246,11.80,101694.00,-30.65,-0.66
120342,11.80,101695.00,-30.73,-0.75
120438,11.80,101682.00,-29.66,0.33
120535,11.80,101699.00,-31.07,-1.08
120636,11.80,101685.00,-29.91,0.08
120732,11.80,101690.00,-30.32,-0.33
120829,11.80,101697.00,-30.90,-0.91
120931,11.80,101689.00,-30.24,-0.25
121028,11.80,101695.00,-30.73,-0.75
121123,11.80,101686.00,-29.99,0.00
121219,11.80,101682.00,-29.66,0.33
121316,11.80,101696.00,-30.82,-0.83
121412,11.80,101693.00,-30.57,-0.58
121509,11.80,101692.00,-30.48,-0.50
121606,11.80,101694.00,-30.65,-0.66
121703,11.80,101692.00,-30.48,-0.50
121799,11.80,101691.00,-30.40,-0.41
121900,11.90,101696.00,-30.82,-0.83
121996,11.80,101698.00,-30.98,-0.99
122092,11.90,101694.00,-30.65,-0.66
122189,11.80,101692.00,-30.48,-0.50
122289,11.80,101692.00,-30.48,-0.50
122386,11.80,101688.00,-30.15,-0.17
122482,11.80,101689.00,-30.24,-0.25
122579,11.80,101693.00,-30.57,-0.58
122676,11.90,101693.00,-30.57,-0.58
122773,11.80,101688.00,-30.15,-0.17
122869,11.90,101692.00,-30.48,-0.50
122967,11.90,101688.00,-30.15,-0.17
123063,11.90,101689.00,-30.24,-0.25
123159,11.90,101688.00,-30.15,-0.17
123255,11.80,101685.00,-29.91,0.08
123352,11.90,101690.00,-30.32,-0.33
123449,11.90,101692.00,-30.48,-0.50
123544,11.90,101683.00,-29.74,0.25
123641,11.90,101690.00,-30.32,-0.33
123737,11.90,101686.00,-29.99,0.00
123834,11.90,101688.00,-30.15,-0.17
123930,11.90,101688.00,-30.15,-0.17
124032,11.90,101686.00,-29.99,0.00
124128,11.90,101687.00,-30.07,-0.08
124225,11.90,101693.00,-30.57,-0.58
124321,11.90,101692.00,-30.48,-0.50
124418,11.90,101687.00,-30.07,-0.08
124518,11.90,101687.00,-30.07,-0.08
124613,11.90,101684.00,-29.82,0.17
124710,11.90,101689.00,-30.24,-0.25
124807,11.90,101688.00,-30.15,-0.17
124904,11.90,101688.00,-30.15,-0.17
125000,11.90,101688.00,-30.15,-0.17
125097,11.90,101689.00,-30.24,-0.25
125193,11.90,101684.00,-29.82,0.17
125289,11.90,101693.00,-30.57,-0.58
125386,11.90,101699.00,-31.07,-1.08
125483,11.90,101696.00,-30.82,-0.83
125580,11.90,101692.00,-30.48,-0.50
125676,11.90,101692.00,-30.48,-0.50
125773,11.90,101691.00,-30.40,-0.41
125870,11.90,101691.00,-30.40,-0.41
125967,11.90,101699.00,-31.07,-1.08
126063,11.90,101690.00,-30.32,-0.33
126160,11.90,101693.00,-30.57,-0.58
126257,11.90,101691.00,-30.40,-0.41
126353,11.90,101689.00,-30.24,-0.25
